player_id,player_name,season,player_source_team_id,player_source_team_name,player_position_code,player_position_name,player_plate_appearances,player_batting_average,player_on_base_percentage,player_slugging_percentage,player_ops,player_home_runs,player_runs_batted_in,player_performance_score,playing_time_score,target_team_id,target_team_name,target_team_abbreviation,target_league_name,target_division_name,target_offensive_need_score,target_offensive_need_level,target_overall_need_score,target_overall_need_level,target_primary_need,player_on_target_team,roster_fit_score,fit_tier,fit_explanation,minimum_candidate_plate_appearances,player_performance_weight,team_offensive_need_weight,playing_time_weight
592450,Aaron Judge,2025,147,New York Yankees,9,Outfielder,679,0.3308687615526802,0.4565537555228277,0.6876155268022182,1.1441692823250458,53,114,100.0,91.61392405063292,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,78.15053143008065,Excellent Fit,Player OPS: 1.144; Player performance score: 100.0; Target offensive need score: 31.4; Playing-time score: 91.6.,100,0.55,0.3,0.15
660271,Shohei Ohtani,2025,119,Los Angeles Dodgers,10,Designated Hitter,727,0.281505728314239,0.3917241379310345,0.6219312602291326,1.013655398160167,55,102,83.89161362724855,99.20886075949366,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,70.43015943139646,Strong Fit,Player OPS: 1.014; Player performance score: 83.9; Target offensive need score: 31.4; Playing-time score: 99.2.,100,0.55,0.3,0.15
663728,Cal Raleigh,2025,136,Seattle Mariners,2,Catcher,705,0.2466442953020134,0.3588652482269504,0.5889261744966443,0.9477914227235946,60,125,75.76249869693659,95.72784810126582,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,65.4369943209907,Strong Fit,Player OPS: 0.948; Player performance score: 75.8; Target offensive need score: 31.4; Playing-time score: 95.7.,100,0.55,0.3,0.15
656941,Kyle Schwarber,2025,143,Philadelphia Phillies,10,Designated Hitter,724,0.2400662251655629,0.3646408839779005,0.5629139072847682,0.9275547912626688,56,132,73.26483739031453,98.73417721518987,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,64.51422996943718,Strong Fit,Player OPS: 0.928; Player performance score: 73.3; Target offensive need score: 31.4; Playing-time score: 98.7.,100,0.55,0.3,0.15
701762,Nick Kurtz,2025,133,Athletics,3,First Base,489,0.2904761904761905,0.3831967213114754,0.6190476190476191,1.0022443403590944,36,86,82.4832291541509,61.5506329113924,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,64.00681379397757,Strong Fit,Player OPS: 1.002; Player performance score: 82.5; Target offensive need score: 31.4; Playing-time score: 61.6.,100,0.55,0.3,0.15
665742,Juan Soto,2025,121,New York Mets,9,Outfielder,715,0.2634315424610052,0.3955119214586255,0.5251299826689775,0.920641904127603,43,105,72.41162964436938,97.31012658227847,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,63.83135811423064,Strong Fit,Player OPS: 0.921; Player performance score: 72.4; Target offensive need score: 31.4; Playing-time score: 97.3.,100,0.55,0.3,0.15
543807,George Springer,2025,141,Toronto Blue Jays,10,Designated Hitter,586,0.3092369477911647,0.3989637305699481,0.5602409638554217,0.9592046944253698,32,84,77.1711564158129,76.89873417721519,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,63.387388977765085,Strong Fit,Player OPS: 0.959; Player performance score: 77.2; Target offensive need score: 31.4; Playing-time score: 76.9.,100,0.55,0.3,0.15
624413,Pete Alonso,2025,121,New York Mets,3,First Base,709,0.2724358974358974,0.3469675599435825,0.5240384615384616,0.8710060214820441,38,126,66.28543103551385,96.36075949367088,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,60.31954381606896,Strong Fit,Player OPS: 0.871; Player performance score: 66.3; Target offensive need score: 31.4; Playing-time score: 96.4.,100,0.55,0.3,0.15
646240,Rafael Devers,2025,137,San Francisco Giants,10,Designated Hitter,729,0.2520593080724876,0.3717421124828532,0.4794069192751236,0.8511490317579768,35,109,63.83462616734408,99.5253164556962,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,59.44628468287938,Strong Fit,Player OPS: 0.851; Player performance score: 63.8; Target offensive need score: 31.4; Playing-time score: 99.5.,100,0.55,0.3,0.15
621566,Matt Olson,2025,144,Atlanta Braves,3,First Base,724,0.2724358974358974,0.3660220994475138,0.483974358974359,0.8499964584218728,29,95,63.69237236239685,98.73417721518987,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,59.24937420408245,Strong Fit,Player OPS: 0.85; Player performance score: 63.7; Target offensive need score: 31.4; Playing-time score: 98.7.,100,0.55,0.3,0.15
608070,José Ramírez,2025,114,Cleveland Guardians,5,Third Base,673,0.2833052276559865,0.3601190476190476,0.5025295109612141,0.8626485585802617,30,85,65.25392973295683,90.66455696202532,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,58.89778771991577,Strong Fit,Player OPS: 0.863; Player performance score: 65.3; Target offensive need score: 31.4; Playing-time score: 90.7.,100,0.55,0.3,0.15
677951,Bobby Witt Jr.,2025,118,Kansas City Royals,6,Shortstop,687,0.2953451043338684,0.3508005822416303,0.5008025682182986,0.8516031504599288,23,88,63.89067475985163,92.87974683544303,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,58.48027596572055,Strong Fit,Player OPS: 0.852; Player performance score: 63.9; Target offensive need score: 31.4; Playing-time score: 92.9.,100,0.55,0.3,0.15
518692,Freddie Freeman,2025,119,Los Angeles Dodgers,3,First Base,627,0.2949640287769784,0.3668261562998405,0.5017985611510791,0.8686247174509196,24,90,65.99152387268752,83.38607594936708,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,58.21169234486891,Strong Fit,Player OPS: 0.869; Player performance score: 66.0; Target offensive need score: 31.4; Playing-time score: 83.4.,100,0.55,0.3,0.15
665489,Vladimir Guerrero Jr.,2025,141,Toronto Blue Jays,3,First Base,680,0.2920203735144312,0.3808823529411764,0.466893039049236,0.8477753919904125,23,84,63.418242169533144,91.77215189873418,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,58.05429880053906,Strong Fit,Player OPS: 0.848; Player performance score: 63.4; Target offensive need score: 31.4; Playing-time score: 91.8.,100,0.55,0.3,0.15
660670,Ronald Acuña Jr.,2025,144,Atlanta Braves,9,Outfielder,412,0.2899408284023668,0.4174757281553398,0.5177514792899408,0.9352272074452804,21,42,74.21178832256881,49.36708860759494,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,57.62998969103779,Strong Fit,Player OPS: 0.935; Player performance score: 74.2; Target offensive need score: 31.4; Playing-time score: 49.4.,100,0.55,0.3,0.15
650490,Yandy Díaz,2025,139,Tampa Bay Rays,10,Designated Hitter,651,0.3001715265866209,0.3655913978494624,0.4819897084048027,0.8475811062542651,25,83,63.394262883922245,87.18354430379746,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,57.35281905421256,Strong Fit,Player OPS: 0.848; Player performance score: 63.4; Target offensive need score: 31.4; Playing-time score: 87.2.,100,0.55,0.3,0.15
691406,Junior Caminero,2025,139,Tampa Bay Rays,5,Third Base,653,0.2641196013289036,0.3108728943338438,0.5348837209302325,0.8457566152640763,45,110,63.169079134380034,87.5,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,57.276436346394725,Strong Fit,Player OPS: 0.846; Player performance score: 63.2; Target offensive need score: 31.4; Playing-time score: 87.5.,100,0.55,0.3,0.15
683737,Michael Busch,2025,112,Chicago Cubs,3,First Base,592,0.2614503816793893,0.3429054054054054,0.5229007633587787,0.865806168764184,34,90,65.64365075905778,77.84810126582279,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,,57.1896659298409,Strong Fit,Player OPS: 0.866; Player performance score: 65.6; Target offensive need score: 31.4; Playing-time score: 77.8.,100,0.55,0.3,0.15
